rank,address,status,score,trades30d,pnl30d,winRate,consistency,maxDrawdown,daysSinceLastTrade,firstSeenGeneration,reason
370,0x49c40bd313d8599f54b62fff13324a790c4fbf77,watch,0.5400,85,-0.0154,0.6700,0.3400,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
371,0x54a2c4cfc4332d831acc3f5a860d6540982c1d43,watch,0.6600,301,0.8190,0.1800,0.0900,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
372,0x22761026b64f1f31e9d0ca7318c86922c454efd0,watch,0.7200,500,0.3277,0.7800,0.3900,0.1500,1,0,"global score 0.72 above threshold 0.5, copyable"
373,0xe3cb28f7c62ac636f407014005499d2687b5ac21,watch,0.7900,356,0.8770,0.8200,0.4100,0.1500,1,0,"global score 0.79 above threshold 0.5, copyable"
374,0x4c3d773f6affb2d8c3bdde1b377ba6b519673735,watch,0.6800,13,0.4849,0.7700,0.3800,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
375,0x3dd16e79f92aad000eda4b96bcd264c6263d9a1f,watch,0.6400,255,0.1783,0.7300,0.3600,0.1500,1,0,"global score 0.64 above threshold 0.5, copyable"
376,0xebdf533304c57814c4be43a9a3847f6402252176,watch,0.5500,500,0.0724,0.3900,0.2000,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
377,0xb5b60d821300cef591b7c2a7647fd38e5ecaca29,watch,0.6600,384,0.1972,0.6800,0.3400,0.1500,1,0,"global score 0.66 above threshold 0.5, copyable"
378,0xb589734f08a5b12a7b6f30b782a5deeace3f91e3,watch,0.5600,494,0.2456,0.7000,0.3500,0.1500,1,0,"borderline score 0.56; trades often illiquid"
379,0x904ed7c7820a434ea9b11e7333ed69190d850bec,watch,0.4100,500,-0.3778,0.4100,0.2100,0.1500,1,0,"borderline score 0.41; spreads usually wide"
380,0x8bf3a1411169bc136bbe82abc2ed9601758b6077,watch,0.4500,365,-0.1712,0.5800,0.2900,0.1500,1,0,"borderline score 0.45; no copyability concerns detected"
381,0x2e617f2cb474acaba820030e4819fe92148519bd,watch,0.5500,450,0.1014,0.3800,0.1900,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
382,0x199c9ebcac1120407854ac469df0e03e39dc5270,watch,0.7600,18,4.6101,0.7800,0.3900,0.1500,1,0,"global score 0.76 above threshold 0.5, copyable"
383,0xcd66d7ff1d5ddbb5e57d9eac844403550256664f,watch,0.6300,499,0.1781,0.7900,0.4000,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
384,0x3cd63e65f3df4aaf8ebe9de56fe5f8f633b218e4,watch,0.5300,166,0.0484,0.2100,0.1100,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
384,0xbf337426aa856996b8bb79b238345dd1a0276bf7,watch,0.6200,470,0.1738,0.4700,0.2400,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
385,0x50e432c7fa40c0395e832c20a0abd65fe1621ced,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
386,0x0cbbe6ecea39d5d3f5574ab7362f9d4c2ac7f8a3,watch,0.6200,351,0.2157,0.5000,0.2500,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
387,0x5357cf7202881f02ac8dcd9e19dc27456e8f3a0d,watch,0.2000,190,0.0021,0.0700,0.0400,0.1500,1,0,"weak score 0.2; spreads usually wide; profit concentrated in one trade"
388,0x9bb1bc70c9e098f2f297416d06a0aa3992534dbe,watch,0.5500,225,0.0228,1.0000,0.5000,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
389,0x9d675e089defea5d5450b14c7f97468c66321fa5,watch,0.7100,63,1.0290,0.4900,0.2500,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
390,0x29b7a9a6ce50f394b3f1a1ee4d8874e7576f4108,watch,0.6900,103,0.2248,0.9600,0.4800,0.1500,1,0,"global score 0.69 above threshold 0.5, copyable"
391,0x2997df9ee1488223a02e72ae52862209dc8f1242,watch,0.6000,379,0.3512,0.0900,0.0400,0.1500,1,0,"global score 0.6 above threshold 0.5, copyable"
392,0x4afbb6588c79f2c5e9019908fd7440224dd1ed2b,watch,0.5900,492,0.3707,0.6700,0.3400,0.1500,1,0,"borderline score 0.59; spreads usually wide; trades often illiquid"
393,0x35c8700bdf3529179d4692b2b7ddb92fe45990cb,watch,0.6200,152,0.2269,0.3400,0.1700,0.1500,1,0,"global score 0.62 above threshold 0.5, copyable"
393,0x751a2b86cab503496efd325c8344e10159349ea1,watch,0.4900,467,0.0042,1.0000,0.5000,0.1500,1,0,"borderline score 0.49; trades often illiquid"
394,0x09bed1976600971fd9f9db454a9c302c7a559c32,watch,0.6700,432,0.1938,0.8100,0.4000,0.1500,1,0,"global score 0.67 above threshold 0.5, copyable"
394,0xffcf591e09d9fffcab04f1082ceb83fab6920fed,watch,0.5500,488,0.0406,0.5600,0.2800,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
395,0x2da325618fff9b2ffe64a49253fbcae8c7b9f258,watch,0.3500,157,-0.1354,0.4800,0.2400,0.1500,1,0,"borderline score 0.35; trades often illiquid"
395,0x4ee29e4e7d4c380babeae5e22e5c02400c2246e1,watch,0.3900,485,0.0694,0.3600,0.1800,0.1500,1,0,"borderline score 0.39; spreads usually wide; trades often illiquid"
395,0x8f2f8a33f00b924acacb4eb86c99b2930cffc8b9,watch,0.6500,19,0.4580,0.7400,0.3700,0.1500,1,0,"borderline score 0.65; trades often illiquid"
396,0x3e856790872025b26922999651992ea70bfe788b,watch,0.6800,486,0.5534,0.6600,0.3300,0.1500,1,0,"borderline score 0.68; trades often illiquid"
396,0x66ad4221d66358ab9867f6d8cae73ede08e5cc4e,watch,0.6800,295,0.0390,0.9400,0.4700,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
396,0xcf3a757bedfc4567bbfb6ec784f1bdd725f5fbfd,watch,0.4800,500,-0.0338,0.4600,0.2300,0.1500,1,0,"borderline score 0.48; spreads usually wide"
397,0xb7849a305b28663a193f5d4bc94dc277463bd061,watch,0.6500,395,0.1329,0.9600,0.4800,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
397,0xb89c08d96af4cf3c4ae07b61f7989fe75080b71d,watch,0.6100,59,0.2796,0.8000,0.4000,0.1500,1,0,"borderline score 0.61; trades often illiquid"
397,0xe574b4bf69386301fa2759bc4c39c0fc6f83832a,watch,0.2400,500,-0.2422,0.2000,0.1000,0.1500,1,0,"weak score 0.24; spreads usually wide; trades often illiquid"
398,0x1f357ea14cef235198369aa145953a8e724595da,watch,0.4200,471,0.0523,0.4300,0.2200,0.1500,1,0,"borderline score 0.42; trades often illiquid"
398,0x457f89ae6fb64ace63f595378c0a2959cb422a64,watch,0.5700,382,0.0870,0.4800,0.2400,0.1500,1,0,"global score 0.57 above threshold 0.5, copyable"
398,0xdbd56ef106467a5981980243413ae5ae305acba7,watch,0.7200,94,0.3325,0.7300,0.3700,0.1500,1,0,"global score 0.72 above threshold 0.5, copyable"
399,0x21b76cf421e106332f6dc931da119b781ba58dae,watch,0.5100,365,0.2055,0.4500,0.2300,0.1500,1,0,"borderline score 0.51; trades often illiquid"
399,0x2c4ca29d332c67d3ad7bf22b3cfe9486e3b1cb39,watch,0.6900,44,0.0568,1.0000,0.5000,0.1500,1,0,"global score 0.69 above threshold 0.5, copyable"
400,0x54559f4eeefb88a2b4be81ca680901f6bfa98b2a,watch,0.5600,114,0.1516,0.9600,0.4800,0.1500,1,0,"borderline score 0.56; trades often illiquid"
400,0x8de20bf8f1f278e189138cf90048300bb4b3111e,watch,0.3800,57,2.9280,0.2500,0.1200,0.1500,1,0,"borderline score 0.38; spreads usually wide; trades often illiquid; profit concentrated in one trade"
400,0x9ee0bd87f9dbc776ab7465b44a4d85275b9c9c9a,watch,0.6000,500,0.4140,0.4300,0.2100,0.1500,1,0,"borderline score 0.6; trades often illiquid"
400,0xb89f5425341719d298dc2f5b9a92374f5fde1c44,watch,0.7000,500,0.2370,0.4700,0.2300,0.1500,1,0,"global score 0.7 above threshold 0.5, copyable"
400,0xbb299ce4867ea634a83a254e24d1ffc5c148947a,watch,0.5600,434,0.1151,0.4900,0.2500,0.1500,1,0,"global score 0.56 above threshold 0.5, copyable"
400,0xf8922ce273aca6ff81114d06de5f199a668e8acb,watch,0.4800,45,0.1153,0.7300,0.3700,0.1500,1,0,"borderline score 0.48; spreads usually wide; trades often illiquid"
401,0x0c99d9f172fc4c25fd2aa92f9fc272da5f020c88,watch,0.4200,453,0.0226,0.4900,0.2500,0.1500,1,0,"borderline score 0.42; spreads usually wide; trades often illiquid"
401,0x208326efd5d051c59631ed626848b150b8d8259c,watch,0.4100,500,0.0471,0.2400,0.1200,0.1500,1,0,"borderline score 0.41; trades often illiquid"
401,0x45230b4fb12569efcc908b4d22c3cee4a19429e2,watch,0.5900,500,0.1922,0.2200,0.1100,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
402,0x107895cfb17a3b527ccf46eb612a2cd250c13385,watch,0.6500,13,1.4964,0.8500,0.4200,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
402,0x9d57c42e847173d06841703825d3fe2299e456ea,watch,0.4800,500,-0.1097,0.4300,0.2300,0.1500,1,0,"borderline score 0.48; no copyability concerns detected"
402,0xed446954680979932092e970b443e6ae61e34f76,watch,0.3100,493,-0.1201,0.4600,0.2300,0.1500,1,0,"weak score 0.31; spreads usually wide; trades often illiquid"
403,0x2f63dbd36cfff1952a88d9f704bd58bcb78cf247,watch,0.5000,488,0.1813,0.5900,0.2900,0.1500,1,0,"borderline score 0.5; spreads usually wide; trades often illiquid"
403,0xc0f1388fdb14503c3bdf7c244346c98b57208680,watch,0.5800,500,0.0710,0.6200,0.3100,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
404,0x6340f99311533998cf5e5eff3a5857ec7749e272,watch,0.6700,151,0.4820,0.9100,0.4600,0.1500,1,0,"borderline score 0.67; trades often illiquid"
404,0x6c104a31c105ab2573a42e0f178f961e4496df5c,watch,0.5100,355,0.0850,0.8400,0.4200,0.1500,1,0,"borderline score 0.51; trades often illiquid"
404,0x885278f0e304bc2d53f805af2ab779cb6011c569,watch,0.4700,21,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.47; few resolved trades"
404,0xa9fe4929d4ea1525ca03bd0ff68ea1fbf9e7f135,watch,0.2900,12,-0.9530,0.0800,0.0400,0.1500,1,0,"weak score 0.29; no copyability concerns detected"
405,0x6e4b8009426dd540f27797ffc326188c223b3c6d,watch,0.2900,466,-0.3412,0.3400,0.1700,0.1500,1,0,"weak score 0.29; trades often illiquid"
405,0x951bd740ef681d05891ca35440232488271d433e,watch,0.3800,485,-0.0389,0.4100,0.2100,0.1500,1,0,"borderline score 0.38; trades often illiquid"
406,0x2b5920274740ca61745eeb077587bf5bb4ff9db6,watch,0.5400,500,0.0403,0.3100,0.2500,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
407,0x25b23e01a7d90e25871d1098841f25e856943b9e,watch,0.6100,500,0.0156,0.5200,0.2600,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
407,0x8c4465127b5278a5d7fd120b95b77e7fe292fcd4,watch,0.5100,183,0.5087,0.6900,0.3400,0.1500,1,0,"borderline score 0.51; spreads usually wide; trades often illiquid; profit concentrated in one trade"
408,0xb675b113dc83e32b623e8f755112ab399c5b5400,watch,0.6800,43,0.3475,0.3300,0.1600,0.1500,1,0,"global score 0.68 above threshold 0.5, copyable"
409,0x2529c68db36ce8aa64c64affe620267744a3548a,watch,0.4600,327,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.46; few resolved trades"
410,0x40604cb1f958c03bea0b18aa43e4cb0d62f33ec3,watch,0.4900,340,0.0171,0.8900,0.4500,0.1500,1,0,"borderline score 0.49; trades often illiquid"
410,0xb5277836b1b1172bfbe842fe655652883e87c106,watch,0.7400,481,0.9901,0.7200,0.3600,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
411,0x06f22ff6d9362ce82243f8ca594c97485d9c1269,watch,0.5500,500,-0.0421,0.5600,0.4100,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
412,0xb4364b0d6c518ef733efaa7ca301ef447b472728,watch,0.3000,3,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.3; few resolved trades"
413,0x2c02a009a60ea0e868f77fba65d6fcf73ff3b48d,watch,0.4400,500,0.0982,0.2500,0.1300,0.1500,1,0,"borderline score 0.44; trades often illiquid"
414,0x088e9e9e70240212a1bae73269598fb0fc96bc56,watch,0.5700,405,0.3620,0.5400,0.2700,0.1500,1,0,"borderline score 0.57; spreads usually wide; trades often illiquid"
415,0xa0327136feacda87f22b7ffc1175da11cf2691d5,watch,0.3000,3,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.3; few resolved trades"
416,0x4ef6956d36e7f0836bbe9b49516d79381acb958a,watch,0.1600,5,-0.3243,0.4000,0.3000,0.1500,1,0,"weak score 0.16; spreads usually wide; trades often illiquid"
417,0x551c8f09fffa54889974a101e2af2b92c13dfe91,watch,0.5800,500,0.1274,0.4500,0.2200,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
418,0x46ee4944d72cceaac9c19e08e0491cbad461ae61,watch,0.4800,60,-0.3635,0.2700,0.1300,0.1500,1,0,"borderline score 0.48; no copyability concerns detected"
418,0xd18aa9f4b13ff514f168314ff61e0ca7f9424b74,watch,0.5000,500,0.0101,1.0000,0.5800,0.1500,1,0,"borderline score 0.5; trades often illiquid"
418,0xe0229e10a858860218b6132f4234602c47bd6603,watch,0.4200,15,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.42; few resolved trades"
419,0x674887d1ac838099a48b629dff53f25b7b87ee08,watch,0.4300,398,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.43; few resolved trades"
420,0x510904c9a58f5c5ad799a1b44947077564175e9c,watch,0.5500,182,0.0000,0.0000,0.0000,0.1500,1,0,"global score 0.55 above threshold 0.5, copyable"
420,0xa69896cad5679acb3409a17d90a0d5e6df67db5e,watch,0.4400,225,0.0745,0.5500,0.2800,0.1500,1,0,"borderline score 0.44; spreads usually wide; trades often illiquid"
421,0x182bd8bf2f11a572c4ec686aae3a0d919adcf3d3,watch,0.4700,288,0.0875,0.9900,0.5000,0.1500,1,0,"borderline score 0.47; spreads usually wide; trades often illiquid"
421,0x6b23c73159b753c96d3c1ed94413f113300c04a3,watch,0.4600,65,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.46; spreads usually wide; few resolved trades"
422,0x1305b58eb5387539914d9c7e0ce83c971c3346d2,watch,0.5600,128,0.2818,0.6500,0.3200,0.1500,1,0,"borderline score 0.56; spreads usually wide; trades often illiquid"
422,0xc2494b32d65dea3a3a80712589d10bc5733f8a61,watch,0.3100,452,-0.2244,0.5100,0.2600,0.1500,1,0,"weak score 0.31; spreads usually wide; trades often illiquid"
423,0x33c96d86e23e971777e9a0b59f4e21cc9e546f9a,watch,0.5600,496,0.0862,0.5300,0.2600,0.1500,1,0,"global score 0.56 above threshold 0.5, copyable"
423,0xd38ad20037839959d89165cf448568d584b28d26,watch,0.5000,56,-0.0634,0.6100,0.3000,0.1500,1,0,"global score 0.5 above threshold 0.5, copyable"
424,0x6a5121acdc5e4fc2980d177a0aa729315ce6006e,watch,0.6700,480,0.4473,0.8700,0.4400,0.1500,1,0,"borderline score 0.67; trades often illiquid"
425,0x828c6e98cf318d233ef01e9894ba5a9108dd5558,watch,0.5400,13,0.8248,0.3100,0.1500,0.1500,1,0,"borderline score 0.54; trades often illiquid"
426,0x2255cb2d7c3bcc9e1cedb3e3a628efc56f63b132,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
426,0x62771058d17ed999f028d53fa660a960b3ab5a3f,watch,0.6100,487,0.1743,0.4600,0.2300,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
427,0x684baa57c338c2549aec0aa3f034f695d72a8409,watch,0.4100,500,-0.4388,0.2500,0.1200,0.1500,1,0,"borderline score 0.41; no copyability concerns detected"
428,0x8f69269039b9a401de28a38c2f1c3001364b7df1,watch,0.6300,500,0.0751,0.6500,0.3300,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
429,0xd6c913dfbae16a532f93f4a9385379a42696396d,watch,0.6600,85,0.8809,1.0000,0.5000,0.1500,1,0,"borderline score 0.66; spreads usually wide; trades often illiquid"
430,0xd344f358935fddbf2f2c1472dde34686152d6862,watch,0.5100,27,0.2985,0.3700,0.1900,0.1500,1,0,"borderline score 0.51; spreads usually wide; trades often illiquid"
431,0x006cc834cc092684f1b56626e23bedb3835c16ea,watch,0.3600,2,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.36; few resolved trades"
431,0x52b7fc8a97df5f18974c06a83909f60c81010aa1,watch,0.7100,500,0.3605,0.4700,0.2400,0.1500,1,0,"global score 0.71 above threshold 0.5, copyable"
431,0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,watch,0.8100,498,0.3234,0.9900,0.4900,0.1500,1,0,"global score 0.81 above threshold 0.5, copyable"
432,0xf8ab270075d9bc4c2e786f59ced74c72511e13a1,watch,0.5800,500,0.0738,0.6500,0.3200,0.1500,1,0,"global score 0.58 above threshold 0.5, copyable"
433,0xec026c728998e0a57557e4ba79ca759d5d374b0f,watch,0.6600,500,0.4790,0.8000,0.4000,0.1500,1,0,"borderline score 0.66; trades often illiquid"
434,0xb29e5247ce38d5e87ccc205baf2d63c31670c171,watch,0.6100,500,0.5476,0.3900,0.1900,0.1500,1,0,"borderline score 0.61; trades often illiquid"
434,0xf1e8623907155b0792e32823b833b5853fa9627e,watch,0.6000,497,0.2559,0.7500,0.3700,0.1500,1,0,"borderline score 0.6; trades often illiquid"
435,0xa14750436b2e01aa76cebf831018857340a53fcc,watch,0.5400,31,0.0000,0.0000,0.0000,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
435,0xae7c98235d5dc797edfa3d3af2e0334238a4487e,watch,0.7500,361,0.4220,0.3300,0.1600,0.1500,1,0,"global score 0.75 above threshold 0.5, copyable"
436,0x5ab676dbd8bb2dfcb7478ee13618b505babe6eec,watch,0.3800,3,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.38; few resolved trades"
436,0x7dcf235766e6b09c8869468a75d5495cf171a7bd,watch,0.4000,40,0.0281,0.5700,0.3000,0.1500,1,0,"borderline score 0.4; spreads usually wide; trades often illiquid"
437,0x1f12b590863c99883394a0dcba5a4c5b991894cd,watch,0.5900,500,0.3888,0.2900,0.1400,0.1500,1,0,"borderline score 0.59; trades often illiquid"
437,0x96a3a4d0f0a91074a43ce8dc39d1f092a717d944,watch,0.2400,498,-0.7076,0.0200,0.0100,0.1500,1,0,"weak score 0.24; spreads usually wide; trades often illiquid"
438,0x0e50849ef225489b1879e3418e5b7633355a2609,watch,0.4400,458,0.0617,0.5000,0.2500,0.1500,1,0,"borderline score 0.44; trades often illiquid"
438,0xf38e6583dfa37026ee25cf0a567b8cef6307a38a,watch,0.4700,245,0.0095,1.0000,0.5000,0.1500,1,0,"borderline score 0.47; spreads usually wide; trades often illiquid"
439,0x65bbc0844aff968077d5dbaddc706d559b681228,watch,0.4200,94,0.1719,0.0700,0.0400,0.1500,1,0,"borderline score 0.42; spreads usually wide; trades often illiquid"
439,0xa07893a758eab810c30154672768e88251dd419a,watch,0.4100,500,0.0287,0.4900,0.2400,0.1500,1,0,"borderline score 0.41; spreads usually wide; trades often illiquid"
439,0xedc746d18954950ffe59469fd85c914786cb12cd,watch,0.3100,500,-0.1840,0.2100,0.1000,0.1500,1,0,"weak score 0.31; trades often illiquid"
440,0x8b71010f8d18ccce16a37434778117ee2d6b8044,watch,0.5400,27,0.0000,0.0000,0.0000,0.1500,1,0,"global score 0.54 above threshold 0.5, copyable"
441,0x1599f9eaa5c3d946b6e0949b02b6c9920f47a8b6,watch,0.4200,8,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.42; few resolved trades"
442,0x9114ab7b33a7e1cc52bbd34e5b65318d87ba3568,watch,0.2700,22,1.5022,0.7300,0.3600,0.1500,1,0,"weak score 0.27; trades often illiquid; profit concentrated in one trade"
443,0x41d28673f6fbcf28d08e6b2bd87072b34073d7c9,watch,0.6100,191,0.0942,0.7100,0.3600,0.1500,1,0,"global score 0.61 above threshold 0.5, copyable"
443,0xe154165732b79548f7533fc45168b102dd7a0b7f,watch,0.5900,85,2.8642,0.3900,0.1900,0.1500,1,0,"borderline score 0.59; spreads usually wide; trades often illiquid"
444,0x94f5559cfb504d3a81e52ae5c710174167fa1d29,watch,0.1900,0,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.19; trades often illiquid; few resolved trades"
445,0x1e9611c3bde3aa2ea36eb3f063834b1a23c6e72a,watch,0.4700,498,0.0171,0.9500,0.4700,0.1500,1,0,"borderline score 0.47; spreads usually wide; trades often illiquid"
445,0x2787692672096be48fe4fe0f7921925b7cace0c4,watch,0.4700,500,0.0768,0.7100,0.3600,0.1500,1,0,"borderline score 0.47; spreads usually wide; trades often illiquid"
445,0xef94696817d93f66d0e86a4f85b4a5703edef8c4,watch,0.4000,491,0.0417,0.3900,0.1900,0.1500,1,0,"borderline score 0.4; spreads usually wide; trades often illiquid"
446,0x3b62c64ebaee15478e8b21765b9f940458655cc8,watch,0.4500,389,0.0713,0.8000,0.4000,0.1500,1,0,"borderline score 0.45; spreads usually wide; trades often illiquid"
446,0x97860d01437050da6cf9552266a157b190344c55,watch,0.4700,107,0.1143,0.5200,0.2600,0.1500,1,0,"borderline score 0.47; trades often illiquid"
446,0xec7f58e9543cb10e117dcb148f0fc2e96e43ab9e,watch,0.4500,500,0.1093,0.4800,0.2400,0.1500,1,0,"borderline score 0.45; spreads usually wide; trades often illiquid"
447,0x842c9e2ba1ed0c9f0182fd3db42b7605e4fa6674,watch,0.4900,500,0.2058,0.4200,0.2100,0.1500,1,0,"borderline score 0.49; spreads usually wide; trades often illiquid"
447,0xd2678dc3b152a54900f28b0e849afe2049df9dc6,watch,0.3000,500,-0.2561,0.3800,0.1900,0.1500,1,0,"weak score 0.3; trades often illiquid"
448,0x7ec87edb28f85a9a7a981ffe527ef87e611d3a77,watch,0.4200,500,0.0291,0.6400,0.3200,0.1500,1,0,"borderline score 0.42; spreads usually wide; trades often illiquid"
448,0xc5d8d3722f46f43d58d144c2e2772a9c30b2a00b,watch,0.5900,200,0.1031,0.6100,0.3000,0.1500,1,0,"global score 0.59 above threshold 0.5, copyable"
448,0xd5d40f34e2302d41a6b4feaaaf3571b1bf1f8b32,watch,0.7300,500,3.0644,0.2200,0.1100,0.1500,1,0,"global score 0.73 above threshold 0.5, copyable"
449,0x2f983f2a36c462320331eff6901db9307d1abd4c,watch,0.2200,1,1.1622,1.0000,1.0000,0.1500,1,0,"weak score 0.22; spreads usually wide; trades often illiquid; profit concentrated in one trade; few resolved trades"
449,0x3884d01fd95ce75e47e747ec75eb02baa12094c5,watch,0.2200,1,1.4691,1.0000,1.0000,0.1500,1,0,"weak score 0.22; spreads usually wide; trades often illiquid; profit concentrated in one trade; few resolved trades"
449,0x4f1d5ae26fc31472966e951af3183308736d8de2,watch,0.1700,4,-0.1142,0.5000,0.4200,0.1500,1,0,"weak score 0.17; spreads usually wide; trades often illiquid; few resolved trades"
449,0x67273092baf2e83c1ea6292e52981dbbbbb85b6d,watch,0.2200,493,-0.7513,0.1100,0.0500,0.1500,1,0,"weak score 0.22; spreads usually wide; trades often illiquid"
449,0xa83b96ead103ad62282d7981eda1ed54c6670e4a,watch,0.5800,157,0.3738,0.4800,0.2400,0.1500,1,0,"borderline score 0.58; spreads usually wide; trades often illiquid"
449,0xf3a4710f66a6d9eeb081af71dc7b7fb5d1ac097f,watch,0.3700,3,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.37; few resolved trades"
450,0x104451c4f49c23ae40c7e8a5c8cabd9587f1d67a,watch,0.4900,63,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.49; few resolved trades"
450,0x1fac58c7895391b3cd7e60969f6b23c3f6bd1fee,watch,0.2900,1,0.0000,0.0000,0.0000,0.1500,1,0,"weak score 0.29; few resolved trades"
450,0x37e4728b3c4607fb2b3b205386bb1d1fb1a8c991,watch,0.5200,500,0.1937,0.9500,0.4800,0.1500,1,0,"borderline score 0.52; spreads usually wide; trades often illiquid"
450,0x3f3aa7005f8006bfcc367d43a25cde25509fe8fd,watch,0.4500,500,0.0883,0.6700,0.3300,0.1500,1,0,"borderline score 0.45; spreads usually wide; trades often illiquid"
450,0x4cb5ec560735efca23f76f2dd152b74bc6a9b536,watch,0.5300,59,0.0000,0.0000,0.0000,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
450,0x5739ddf8672627ce076eff5f444610a250075f1a,watch,0.2200,15,0.2976,0.1300,0.0700,0.1500,1,0,"weak score 0.22; trades often illiquid; profit concentrated in one trade"
451,0x631ab9da279e989e8abe014ec98c23fc0421b631,watch,0.6300,56,0.1409,0.7100,0.3600,0.1500,1,0,"global score 0.63 above threshold 0.5, copyable"
451,0xf02008dd334fe83c8dad61dd9a54776d7fb03212,watch,0.3000,269,-0.2303,0.4100,0.2000,0.1500,1,0,"weak score 0.3; trades often illiquid"
452,0x4e5533b48f7c65a112e1e23d3d9d7acb785f2ef7,watch,0.6000,286,0.1783,0.3100,0.1600,0.1500,1,0,"global score 0.6 above threshold 0.5, copyable"
452,0xeb22f4735df6bd5d14e1b5fd10faefa7757d808a,watch,0.2000,46,-0.3087,0.0200,0.0100,0.1500,1,0,"weak score 0.2; spreads usually wide; trades often illiquid"
453,0x1a22b50892adbfed55f4a14fddfa573634eb7b00,watch,0.4900,100,0.0686,0.7600,0.3800,0.1500,1,0,"borderline score 0.49; trades often illiquid"
453,0xb87b5c3cf36ab3c5afcc81cd33de4b2fda203626,watch,0.5000,489,0.0825,0.2600,0.1300,0.1500,1,0,"global score 0.5 above threshold 0.5, copyable"
453,0xc711310ba6de09ccb84a22e5da00dcc4f75136ea,watch,0.3700,165,-0.8878,0.3300,0.1700,0.1500,1,0,"borderline score 0.37; spreads usually wide"
453,0xf6ab262d360c85f98782b84a04db35c6e18d3579,watch,0.4300,464,0.0085,0.5100,0.2600,0.1500,1,0,"borderline score 0.43; trades often illiquid"
454,0xd202932816d95567818063a3cf022bbdfb491ef5,watch,0.6000,500,0.1657,0.3300,0.1600,0.1500,1,0,"global score 0.6 above threshold 0.5, copyable"
455,0x14a29b12bf88a4492ee6e28e853dafcf27d01b42,watch,0.4100,14,0.0000,0.0000,0.0000,0.1500,1,0,"borderline score 0.41; few resolved trades"
455,0x274c45994bfa0912cf8bee503190952e6af7da86,watch,0.6500,12,0.6087,0.4200,0.2100,0.1500,1,0,"global score 0.65 above threshold 0.5, copyable"
455,0xf148f9acb3d2b140792640b92dffea6bb2550b4f,watch,0.5300,497,-0.0116,0.5300,0.2600,0.1500,1,0,"global score 0.53 above threshold 0.5, copyable"
456,0x31393e2f8333d4a6e2e31ca6424defe8b6cb9e2e,watch,0.4800,431,0.0769,0.6100,0.4200,0.1500,1,0,"borderline score 0.48; spreads usually wide; trades often illiquid"
456,0xab19716584931d81cd9e7763402673a64baa4876,watch,0.5100,29,0.0024,1.0000,0.5000,0.1500,1,0,"borderline score 0.51; trades often illiquid"
456,0xaf458bee32b8f1d9ba39ee876f20c7e3ce62ec7d,watch,0.7400,19,0.1904,0.9500,0.4700,0.1500,1,0,"global score 0.74 above threshold 0.5, copyable"
